author,text,likeCount,publishedAt
@koyaanisrider6943,"I listened to the first part of his speech the other day and after his take on beer-pong and chickenburgers I turned of disappointed. Today I listened to the rest and I‘m glad I did. He impressed me a lot with what he said as well as  with how he said it. Wise, emotional, eloquent and  friendly. Some definitely should leave school early…",0,2024-07-01T17:05:38Z
@mersanhamidi9507,This is really amazing video... This tutorial so owsam and fantastic helpfull..,0,2024-07-01T16:57:27Z
@matzerf3787,"I used to use the semi western, but if the GOAT tells me to use the eastern grip, I&#39;ll try it 😇",0,2024-07-01T15:06:33Z
@krishnakarki6272,Great 👍,0,2024-07-01T12:03:39Z
@SueLyons1,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=621"">10:21</a> &#39;Second lesson. It&#39;s only a point... You can work harder than you thought possible and still lose. I have. Many times.... I knew what I had to do: keep (working)... In all the singles matches of my career...  I won about 80% of the matches... what percentage did I win by? <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=814"">13:34</a> ... only 54%. In other words, even top-ranked tennis players win barely more than half the points they play... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=851"">14:11</a> when you&#39;re playing a point, it has to be the most important thing in the world but, when it&#39;s behind you, it&#39;s behind you ... this frees you to concentrate on the next point and the next with intensity, clarity and focus&#39; <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=868"">14:28</a>",1,2024-07-01T08:47:01Z
@Creees,Why are they dressed like hogwarts theme?,0,2024-07-01T08:43:22Z
@SueLyons1,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=283"">4:43</a> &#39;I left school at the age of 16 to play tennis full-time... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=345"">5:45</a> I graduated tennis in 2023 and [with this Honorary Doctorate in Humane Letters] I graduated college in 2024... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=359"">5:59</a> Today, I want to share a few lessons with you... let&#39;s call them tennis lessons ... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=367"">6:07</a> Effortlessness is a myth ... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=494"">8:14</a> belief in yourself has to be earned ... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=548"">9:08</a> then, there are days when you just feel broken<br>... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=573"">9:33</a> yes, talent matters but talent has a broad definition... sometimes, it&#39;s not about having a gift; it&#39;s about having grit ... <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=590"">9:50</a> discipline is also a talent - and so is patience. Trusting yourself is a talent. Embracing the process is also a talent. Loving the process is a talent. Managing your life, managing yourself: these can be talents too. Some people are born with them. Everyone has to work at them   👏 👏 👏",0,2024-07-01T08:32:34Z
@rtang000,He’s a champion is pretty wise kind of.,0,2024-07-01T08:13:27Z
@MrSkip7547,Not just the GOAT of tennis. One of the GOATS of humanity. Look up &quot;class&quot; in the dictionary and you know what you&#39;ll find.,1,2024-07-01T00:36:02Z
@zhaotongzhang,"Elegant as his shots, and studded with moments that make you go ‘wow’",0,2024-06-30T13:12:45Z
@eXoliptik,That was amazing!! 😁,0,2024-06-30T12:42:21Z
@daytonaflyer,I wish I could learn this.  I tend to dwell in failures for a long time.,1,2024-06-30T00:55:22Z
@RogerPalacios-n4t,"My best friend from my childhood, Yayo, passed away 2 days ago at the young age of 61.  He was an athlete. Judo. Karate. Boxing. Swimming. And Tennis. I was only drawn to running long distance and boxing. I&#39;m right handed. Yayo was left handed. So after getting punched plenty on the face with his right jab, he suggested I switch to a left hand stance. I did. Took a while to get used to it but I did it. It worked great. It became second nature.  When we were about 12 Yayo invited me to play tennis with him. Never held a tennis racket before. He was very patient with me and was I think more eager than I to teach me how play tennis so I could also enjoy something he enjoyed a lot.  Regretfully, my family had to move to another city and would only see him on holidays. We remained best of friends until his passing. Even though I did not continue with tennis, I loved watching a great match. I still do. When Federer came into the scene I inmediately was drawn to him.  The way he played was absolutely marvelous. But what drew me more to him was his demeanor. Even if some people who know him personally would argue that it is all a farse, an act, I want to believe that it is not so. The guy acts so humbly in defeat but most importantly in victory. That&#39;s how my best friend Yayo was. Everytime I sit in front of the tv and watch a tennis match I think about Yayo. Every time I hear Federer speak I&#39;m reminded of Yayo&#39;s humility and generosity. Rest in peace my dear friend.",39,2024-06-29T17:47:21Z
@RFED2O,IF YOU&#39;RE A ROGER FAN NO EXPLANATION IS NEEDED IF YOU&#39;RE NOT A ROGER FAN NO EXPLANATION IS POSSIBLE!!!,0,2024-06-29T17:09:57Z
@RFED2O,Said it before i say it again...<br>MY DAD ELVIS ROGER... <br>And that&#39;s that !!!,0,2024-06-29T17:09:14Z
@RFED2O,I cried when Roger won i cried and felt worse when he ever loss...<br>But seeing this i cry because because he makes everything so beautiful in life...<br>One extraordinary tennis player..<br>One incredible super extraordinary human...<br>Love you Roger forever ❤❤❤,0,2024-06-29T17:05:59Z
@hariramsrinivasan830,Superb!,0,2024-06-29T17:03:05Z
@RFED2O,Roger takes humanatarism to another level...<br>Makes you love him even more❤❤❤,0,2024-06-29T17:00:56Z
@stronzer59,Dr Fed?? Where do I check in?,0,2024-06-29T16:29:18Z
@AmiDeLaMusique,Federer rocks. Beautiful and moving speech. How come the poor graduates have to sit in the rain? They have no venue for commencement at Dartmouth?,0,2024-06-29T15:01:50Z
@Dman9fp,"Work smarter, not always harder. Especially those in the working class know it. If you overwork yourself and always breaking a sweat, unless your job absolutely requires it you&#39;re shooting yourself in the foot (&amp; even then, without safety/ sanity/ taking breaks-- we/ our organization will break down). Still a class act, he&#39;s a phenomenal skilled athlete, but not all messages have proper context always for all applications",0,2024-06-29T13:57:54Z
@janpierzchala2004,The best loser wins,0,2024-06-29T11:16:02Z
@JARVIS-CHEN,he definitely a great public speaker,0,2024-06-29T10:44:18Z
@PODCASTANDNEWS-cq8qk,Watched it,0,2024-06-29T08:13:10Z
@arvindks9116,Sort of videos that make we wish there were a &quot;love&quot; reaction on YouTube!,0,2024-06-29T06:38:13Z
@tdtdtd1826,A total fake,1,2024-06-29T06:14:49Z
@ash_u_like_it,This hero actually wore a cape.♥,0,2024-06-29T06:04:28Z
@badmatz8968,It looks like a wizarding school😊,0,2024-06-29T02:32:16Z
@r77-w5q,Is anyone else hearing a distracting background noise throughout the speech?,1,2024-06-29T01:31:52Z
@jeffdrake3224,look at the pathetic shoes these &quot;professors&quot; are wearing. zero standards,0,2024-06-29T00:54:18Z
@jeffdrake3224,I like how the old man&#39;s mouth is open almost the entire time,0,2024-06-29T00:52:41Z
@LaxmanGanapati,Wish he had give my graduation speech.,0,2024-06-28T23:35:50Z
@GiorgioMassignani,he was so emotional!,0,2024-06-28T22:31:31Z
@xplaybwoix,Love Fed but why is everyone dressed like it’s a Salem Witch Trial ?,0,2024-06-28T13:37:20Z
@GambrellTv,Outstanding Inspiration!,0,2024-06-28T13:14:33Z
@AstroSully,“I knew Tennis could show me the word but Tennis could never be the world” 👏🏽,28,2024-06-28T08:23:32Z
@MrHellout666,I learned a lot today from this 25 mins video,0,2024-06-28T06:17:17Z
@longchen4772,"I&#39;m a rafa fan, but with all my respect, this is the best commencement speech I&#39;ve ever seen",0,2024-06-27T21:28:16Z
@lillylally246,What an amazing speech from an amazing guy..thank you Dr Roger 💯💯💯💯⭐️⭐️⭐️,0,2024-06-27T20:07:22Z
@heartbrainmusic1,"Was für eine umwerfende und inspirierende Rede, lieber Roger! 💪👌Du kannst das!!! 🎓<br>Du bist der weltbeste Beweis dafür, wie man innerlich stark und erfolgreich werden kann durch die &#39;Universität des Lebens&#39;. Wenn man bereit ist, step by step seine Lehren zu machen und immer wieder aufzustehen, dazuzulernen. Wenn gute Werte und tiefe Leidenschaft, unerschütterliche Zuversicht und vielerlei Einsicht, kluge Analysen und ein förderliches Umfeld uns unterstützen und uns bestärken, Resilienz zu erwerben, unser höchstes Potenzial zu erkennen und abzurufen ... und so wie du dann hinauszugehen, um andere Menschen stark zu machen. Das zeichnet einen wahrhaft großen Menschen aus. <br><br>Lieber Roger, du bezeichnest dich nicht als großen Redner. Dem möchte ich ein wenig widersprechen. Es war nicht nur eine unfassbar bewegende Rede, sondern du hattest sehr, sehr viel zu sagen. Zu geben. Weiterzugeben. Ein großer Moment.<br>Ich bitte dich, gib deine Erfahrungen in einer Weise ähnlich dieser auch in Deutschland oder eben deutschsprachig weiter. Wir brauchen authentische Hoffnungsträger wie dich, die den Menschen auch emotional wirklich erreichen. Nur so kommen wir weiter, auch in der Gesellschaft. Ich danke dir sehr! 👏🍀",0,2024-06-27T19:30:45Z
@maestroh2986,"In 2011, a worldwide survey (conducted by the Reputation Institute) ranked Federer as the second most respected public personality on the planet, after Nelson Mandela.",0,2024-06-27T16:36:59Z
@JungSOh,Roger you make me want to be better. Thank you.,0,2024-06-27T15:47:07Z
@zliu1995,Very warm and nice guy. Excellent choice!,0,2024-06-27T15:19:50Z
@GabyGeo,"Work very hard to make it look easy, believing in yourself has to be earned! 🙌🏼",0,2024-06-27T13:37:42Z
@danielobiokeke1244,Great to see how he focused with all that background noise. Was that a protest?,0,2024-06-27T11:52:18Z
@Anonymous-nj2ow,its always the unexpected folks that give the best commencement speeches,0,2024-06-27T06:31:02Z
@lakshmynair4286,Effortless is a myth!,1,2024-06-27T02:26:35Z
@ecomaniacbali6546,Pure Class.  Watching Roger Federer play was such a big part of my life for so many years.  Now I can barely watch tennis because i miss Roger so much.,0,2024-06-27T01:35:56Z
@marsmaker3667,WTF is that talking/shouting noise in the background ?,1,2024-06-27T01:14:50Z
@edmond_HFX,One of the best graduation speeches. Thank you Roger Federer for your insightful words.,0,2024-06-26T22:45:28Z
@DaveJohnson-rt7bb,"Wonderfully delivered, but no notes. I heard &quot;teleprompter&quot; mentioned. Is that the case?",0,2024-06-26T18:37:54Z
@fredlifsitz7411,He won this match- hands down. Wonderful.,0,2024-06-26T18:09:56Z
@それゆけはむちゃんず,"Some people try to copy Federer&#39;s movements.<br>But if you really want to get closer to him, you need to learn more about his words and his throught.",1,2024-06-26T17:30:08Z
@joshuaparrish8138,"He’s not just the GOAT in tennis (sorry Djoković, I love you but it is more than just Major wins) he is the GOAT for our species. So rare to find someone so dominant, so humble, and so positive. He is just phenomenal.",1,2024-06-26T17:11:48Z
@baibhavkumar3587,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=966"">16:06</a>",0,2024-06-26T16:44:28Z
@JuanyOrue,i learn more from this speech than last year in highschool,0,2024-06-26T16:42:34Z
@TorEtCetera,"Federer, always bringing me to tears<br>Bless you, man. We love you",0,2024-06-26T16:30:54Z
@AldoGuzman-fk8pv,Great commencement address!! Thank you Roger!!,0,2024-06-26T15:39:36Z
@pandecocojam,He&#39;s so humble. Great speech.,0,2024-06-26T12:33:24Z
@AndreasBlattner-pu8ji,"Great inspiring speech, Roger. As always. But can we talk about the fact that all the students have wizard sticks? Looks like Hogwarts graduation.",0,2024-06-26T11:29:22Z
@vipulyash4389,Am I the only one hearing people yelling in the background?,1,2024-06-26T10:29:58Z
@basilikontron,Butker: This speech and the lessons were just for the males in the crowd,0,2024-06-26T05:35:25Z
@RoadtoRangoon2023,His speech gives so much energy 😊,0,2024-06-26T04:39:09Z
@BharathNatarajancitisanyasi,My inspiration...,0,2024-06-26T04:17:32Z
@raymonda5476,What is the noise in the background?,0,2024-06-26T04:00:12Z
@cr6203,"Umm.. sorry to break it to you all, he was not crying at the end.",0,2024-06-26T03:09:36Z
@deachen6023,He could be great and inspirational on any level or profession. Been a fan for decades and he&#39;s only gotten better with a very supportive family. Miss his playing but great to see him now at any venue. Such a man comes along rarely.,0,2024-06-26T01:58:35Z
@j.j.4228,awesome....just awesome....,0,2024-06-26T01:40:07Z
@kevinhu3515,A heart-felt speech from an inspirational and beautiful mind.  Thank you Doctor RF!,0,2024-06-26T01:21:24Z
@angelosbardella,legendary,0,2024-06-26T00:30:29Z
@sabyguercia2215,Respect!,0,2024-06-25T22:00:44Z
@spoingus20,"The GOAT is just too humble in this speech, at just 19 he defeated the then legend on wimbledon center court Pete Sampras and then went on to winning wimbledon 5 years consecutively.",2,2024-06-25T19:40:22Z
@aliciamendoza9880,Un grande. Este discurso me emocionó tanto como cuando ganaba Wimbledon ❤,0,2024-06-25T17:50:12Z
@ramorces,"Best speech ever but the crowd is so dull, I wish he could have delivered this speech in my college",1,2024-06-25T16:40:06Z
@Mrsplanetmaster9,"My deceased husband was a pro tennis player in the 70&#39;s and 80&#39;s made it to # 91 in the world , a black man with dreadlocks, ANYWAY.. having met FEDEX a number of times, he is the most gracious man INDEED. A class act forever. After all tennis is a LOVE game. Max Respect 🎾💚",0,2024-06-25T13:53:11Z
@andrad54,Best motivational speech ever! This aptly describes &#39;The wise speak because they have something to say!&#39;,0,2024-06-25T08:32:36Z
@austinhoag5130,Dope podium,0,2024-06-25T03:32:33Z
@uniqueunix,Thank you. You are so sincere.,0,2024-06-24T21:34:11Z
@hyojinlee,"This is great, thank you!",0,2024-06-24T16:30:36Z
@spongebobby188,Handing out doctorates like f&#39;ing lollipops! How degrading for genuine PhD holders!,2,2024-06-24T11:43:34Z
@sotigristv8803,These kids are so lucky. Roger is an icon,0,2024-06-24T09:43:00Z
@Analyst2019pro,“Communism”,0,2024-06-24T05:11:25Z
@Georgaki34,"Great, wonderful Roger Federer! Inspiring, substantial speech! Maybe they should change their schedule there in Dartmouth during Roger&#39;s speech, so we, and he, didn&#39;t have to hear all the background noise coming and sounding as an aerobics class or a parade&#39;s rehearsal, with an annoying lady screaming! After all Dartmouth, YOU have invited Roger Federer to give you a speech and he was gracious enough to do so in the most profound way! Therefore, Dartmouth, you should show him the appropriate respect.",1,2024-06-24T02:08:09Z
